0.023984771	0.06952332	-0.03442778	-0.020718172	0.00482425	-0.07973702	-0.02031452	0.049512412	0.07139908	-0.04760552	-0.016160699	0.05921839	-0.001715206	-0.05624525	-0.0101372	0.01108682
-0.0029344861	-0.009970469	-0.010182404	-0.019845884	-0.047203016	0.015193671	-0.02330334	-0.011574081	-0.019700697	0.0028458203	-0.0048113046	-0.042320136	-0.034122087	-0.025362248	0.07845417	-0.046148535
0.012693436	-0.03041244	0.04450863	-0.026640806	0.02107281	0.03789125	-0.048082955	-0.05693897	0.010947014	-0.020942667	0.0049440074	-0.0097715845	0.03414409	-0.01946366	0.035787925	-0.037106942
0.020097677	-0.007849541	0.04028074	-0.047814727	0.026724711	0.0800064	-0.0046431134	0.025041433	-0.037478194	0.042028233	-0.04779149	0.02149837	-0.012704916	0.022401616	0.0232999	0.03902895
-0.037771918	-0.0069284886	-0.014848598	0.045956485	0.029518493	-0.037963495	-0.027674424	-0.0422455	0.08387687	0.054805566	0.031715773	-0.0054183616	0.013674687	0.033969905	-0.022378372	-0.02774822
0.016918017	-0.008036509	0.0058431556	0.0072276485	0.023056146	0.031677783	-0.020174306	-0.035392683	-0.046869077	0.031829506	0.016406938	-0.0140542025	-0.009831894	0.016279742	0.049731195	0.005582653
-0.039058186	-0.012228189	-0.009215028	0.027899457	0.056783635	-0.016064117	-0.03339229	-0.0036070212	0.025990129	0.005768823	0.026811142	0.02904889	0.041454244	0.005663513	0.03667267	0.026977794
-0.0075274655	-0.05926832	0.061938748	-0.0034029186	-0.017814005	-0.013529862	-0.034986723	-0.055601716	-0.02362373	-0.03807547	0.007860081	0.025882062	0.005498054	-0.04925666	0.024476007	-0.009483676
0.03154882	-0.0031169073	0.0021144978	0.028729616	-0.061732717	0.1028906	0.020018252	-0.02284104	-0.029584887	-0.038883287	-0.007345198	-0.014730805	-0.006056034	0.022450972	0.023156889	0.032717112
-0.0062879287	0.00677916	-0.060724773	0.032076538	0.039720893	0.057900123	-0.025528753	0.014254402	-0.0030714741	0.03207677	-0.006470823	-0.020259956	0.05767381	0.032902133	-0.031172473	-0.032866143
-0.05222167	-0.014039672	0.0035446787	-0.019014278	0.022028703	-0.03802686	-0.013346852	-0.021709671	0.07015268	-0.013943977	0.020131957	0.00071551476	-0.0058565214	-0.04659267	0.025128994	-0.022366712
-0.033475127	-0.07048751	0.014253847	0.035253555	0.023980452	0.030610913	-0.038636714	0.007884724	0.00736306	0.021688752	0.060145557	0.024946047	-0.013497274	0.0003867378	-0.015385444	0.0019391902
-0.017371839	-0.049523298	0.026116334	-0.03477086	-0.020343086	0.033698555	0.05147736	-0.039528277	0.006709758	-0.008706201	0.050334387	-0.041797973	0.020952225	-0.018179461	0.0072519653	-0.061625473
-0.026581736	-0.045007955	0.043420374	-0.014230647	-0.017923975	0.0087930225	0.010517857	-0.07429323	0.007060808	0.0037309376	-0.01780192	0.0021332751	-0.009762302	0.0039312323	-0.016374277	0.04571596
-0.060631163	-0.023823414	-0.027992548	-0.0016662214	-0.0170831	0.023799634	0.007902146	-0.016820017	-0.0505871	-0.009870563	0.009841378	-0.010316198	0.024850758	0.0076086097	-0.021945618	-0.00915621
-0.05138842	0.008175289	0.07260773	0.052140694	-0.030592712	0.045474578	0.00053212297	0.017598916	-0.0015395498	0.054308876	0.01973319	-0.002105438	-0.0041586254	0.033160225	0.011434122	0.013314686
-0.041198656	0.0656194	0.0031231162	0.02392456	0.021909943	0.043639112	0.02229292	-0.02002182	-0.025587613	-0.008873992	-0.047817934	-0.021419022	0.045464072	-0.047041252	-0.04868914	-0.014751254
0.027262015	0.06460161	0.047755968	0.06809123	0.044561278	-0.047040407	0.025376718	-0.02559681	-0.008478215	-0.01195114	-0.024374291	0.06394056	-0.047801554	-0.04812285	-0.018024268	0.034164272
-0.042951144	0.054575257	-0.007185121	0.027145904	0.062549904	-0.06329653	-0.08369245	0.09855251	0.034596294	0.021163527	-0.056646712	0.061761003	0.05801976	0.01017112	0.00911994	-0.007973364
-0.06017073	-0.00080904947	0.06396311	0.04745049	-0.043481585	-0.011870893	-0.034497067	0.009143413	-0.0019673535	0.047985476	-0.030600587	-0.03622951	-0.00982271	0.012027546	0.0032356125	0.012115988
0.009123837	0.016096158	0.039121717	-0.02919915	0.013356436	-0.0208243	-0.023131978	-0.024681674	0.08906825	-0.035047915	-0.040952396	0.02204178	-0.009942142	0.016464842	-0.0046031787	-0.017098889
0.029061636	0.049172036	-0.06930791	-0.07506559	0.01780069	0.053320486	0.048342064	0.0414048	0.072646685	0.01223612	-0.011321126	0.044209663	0.05560668	-0.005389621	-0.008641751	0.0047571314
0.042622782	-0.018582664	-0.044401836	-0.0024293961	-0.013622799	0.025802556	-0.049229227	0.021702122	-0.07298627	0.018019943	0.007720353	-0.041429807	0.03091922	-0.045079634	0.026316807	-0.0097752195
